budget,runtime,spoken_languages,weekend,genre__mystery,genre__crime,genre__romance,genre__action,genre__adventure,genre__thriller,genre__animation,genre__family,genre__drama,genre__comedy,genre__documentary,genre__history,genre__fantasy,genre__horror,country__us,country__in,country__ru,day_sin,day_cos,month_sin,month_cos,competition,rating__pg,rating__pg-13,rating__r,rating__nc-17,country__other,tag__murder,tag__violence,tag__flashback,tag__romantic,tag__cult,tag__revenge,tag__psychedelic,tag__comedy,tag__suspenseful,tag__good_versus_evil,tag__humor,tag__satire,tag__entertaining,tag__neo_noir,tag__action,tag__insanity,tag__fantasy,tag__boring,tag__mystery,tag__melodrama,tag__gothic,tag__dramatic,tag__atmospheric,tag__historical,tag__prank,tag__realism,tag__cute,tag__stupid,tag__home_movie,tag__thought_provoking,tag__inspiring,tag__other,cast_1_gender,cast_2_gender,cast_4_gender,cast_5_gender,cast_6_gender,cast_7_gender,cast_8_gender,homepage_exists,homepage_repeats,production_company_1_avg_profit,production_company_1_avg_revenue,production_company_2_avg_profit,production_company_2_avg_revenue,production_company_3_avg_profit,production_company_3_avg_revenue,cast_1_avg_profit,cast_1_experience,cast_1_avg_revenue,cast_1_movies_before,cast_2_avg_profit,cast_2_experience,cast_2_avg_revenue,cast_2_movies_before,cast_3_avg_profit,cast_3_experience,cast_3_avg_revenue,cast_3_movies_before,cast_4_avg_profit,cast_4_experience,cast_4_avg_revenue,cast_4_movies_before,cast_5_avg_profit,cast_5_experience,cast_5_avg_revenue,cast_5_movies_before,cast_6_avg_profit,cast_6_experience,cast_6_avg_revenue,cast_6_movies_before,cast_7_avg_profit,cast_7_experience,cast_7_avg_revenue,cast_7_movies_before,cast_8_avg_profit,cast_8_experience,cast_8_avg_revenue,cast_8_movies_before,crew__sound__music_editor_avg_profit,crew__sound__music_editor_avg_revenue,crew__sound__music_editor_movies_before,crew__sound__original_music_composer_avg_profit,crew__sound__original_music_composer_avg_revenue,crew__sound__original_music_composer_movies_before,crew__sound__sound_designer_avg_profit,crew__sound__sound_designer_avg_revenue,crew__sound__sound_designer_movies_before,crew__sound__sound_effects_editor_avg_profit,crew__sound__sound_effects_editor_avg_revenue,crew__sound__sound_effects_editor_movies_before,crew__sound__sound_re_recording_mixer_avg_profit,crew__sound__sound_re_recording_mixer_avg_revenue,crew__sound__sound_re_recording_mixer_movies_before,crew__sound__supervising_sound_editor_avg_profit,crew__sound__supervising_sound_editor_avg_revenue,crew__sound__supervising_sound_editor_movies_before,crew__directing__director_avg_profit,crew__directing__director_avg_revenue,crew__directing__director_movies_before,crew__directing__script_supervisor_avg_profit,crew__directing__script_supervisor_avg_revenue,crew__directing__script_supervisor_movies_before,crew__production__casting_avg_profit,crew__production__casting_avg_revenue,crew__production__casting_movies_before,crew__production__executive_producer_avg_profit,crew__production__executive_producer_avg_revenue,crew__production__executive_producer_movies_before,crew__production__producer_1_avg_profit,crew__production__producer_1_avg_revenue,crew__production__producer_1_movies_before,crew__production__producer_2_avg_profit,crew__production__producer_2_avg_revenue,crew__production__producer_2_movies_before,crew__editing__editor_avg_profit,crew__editing__editor_avg_revenue,crew__editing__editor_movies_before,crew__costume__costume_designer_avg_profit,crew__costume__costume_designer_avg_revenue,crew__costume__costume_designer_movies_before,crew__costume__costume_supervisor_avg_profit,crew__costume__costume_supervisor_avg_revenue,crew__costume__costume_supervisor_movies_before,crew__costume__makeup_artist_avg_profit,crew__costume__makeup_artist_avg_revenue,crew__costume__makeup_artist_movies_before,crew__crew__stunt_coordinator_avg_profit,crew__crew__stunt_coordinator_avg_revenue,crew__crew__stunt_coordinator_movies_before,crew__writing__screenplay_avg_profit,crew__writing__screenplay_avg_revenue,crew__writing__screenplay_movies_before,crew__art__art_direction_avg_profit,crew__art__art_direction_avg_revenue,crew__art__art_direction_movies_before,crew__art__production_design_avg_profit,crew__art__production_design_avg_revenue,crew__art__production_design_movies_before,crew__art__property_master_avg_profit,crew__art__property_master_avg_revenue,crew__art__property_master_movies_before,crew__art__set_decoration_avg_profit,crew__art__set_decoration_avg_revenue,crew__art__set_decoration_movies_before,crew__visualeffects__visual_effects_supervisor_avg_profit,crew__visualeffects__visual_effects_supervisor_avg_revenue,crew__visualeffects__visual_effects_supervisor_movies_before,crew__camera__director_of_photography_avg_profit,crew__camera__director_of_photography_avg_revenue,crew__camera__director_of_photography_movies_before,crew__camera__steadicam_operator_avg_profit,crew__camera__steadicam_operator_avg_revenue,crew__camera__steadicam_operator_movies_before,crew__camera__still_photographer_avg_profit,crew__camera__still_photographer_avg_revenue,crew__camera__still_photographer_movies_before,collection_avg_profit,collection_avg_revenue,cast_avg_avg_revenue,cast_avg_avg_profit,cast_avg_experience,cast_avg_movies_before,year_avg_revenue,year_avg_profit,META__revenue
291000,71,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.5406408174555974,0.8412535328311812,0.0,1,0,0,0,False,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1821136.0,3270000.0,,,,,,0,,0,,0,,0,1722000.0,2,2400000.0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,4050000.0,8000000.0,1,,,0,,,0,,,0,1821136.0,3270000.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2035568.0,2885000.0,2,,,0,,,0,,,0,,,0,1821136.0,3270000.0,1,,,0,,,0,,,2400000.0,1722000.0,0.25,0.125,4748727.0,3965727.0,12000000
45000000,123,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5877852522924731,0.8090169943749475,-0.5406408174555974,0.8412535328311812,0.8666666666666667,0,0,1,0,False,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,24494431.0,41623931.0,52174078.0,75319240.0,,,20055730.0,18,43970016.0,14,6363850.0,5,16363850.0,2,86136514.0,16,96486514.0,2,18046740.0,9,23546740.0,2,-20968037.0,8,9281963.0,2,16554126.0,18,24054126.0,5,7132384.0,16,13132384.0,2,6945266.0,23,14570266.0,4,,,0,4738982.0,20572315.0,3,,,0,,,0,,,0,,,0,6363850.0,16363850.0,2,,,0,,,0,,,0,64662188.0,94812188.0,4,,,0,14838918.0,24338918.0,2,-181797.0,15068203.0,4,,,0,-5501940.0,24498060.0,2,,,0,14520582.0,26520582.0,2,149913587.0,178413587.0,3,,,0,3842000.0,25842000.0,1,,,0,,,0,125041023.0,149041023.0,3,,,0,3026704.0,21863068.0,11,,,30175732.375,17533321.625,14.125,4.125,94501336.0,66487593.0,112006296
15000000,86,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5877852522924731,0.8090169943749475,0.5406408174555976,0.8412535328311812,0.6666666666666666,0,1,0,0,False,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,,,0,0,57245159.0,79459444.0,39394479.0,53192727.0,,,358152.0,9,6958152.0,2,27711305.0,13,43911305.0,5,-586486.0,7,19246847.0,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,79953539.0,83453539.0,1,38732351.0,54465685.0,6,,,0,,,0,43254962.0,66504962.0,2,,,0,,,0,,,0,91570511.0,117570511.0,2,175051652.0,202051652.0,2,7609396.0,13609396.0,1,,,0,32966601.0,54633268.0,3,7452990.0,21952990.0,2,,,0,,,0,,,0,,,0,,,0,131924494.0,157424494.0,2,,,0,9564613.0,18564613.0,1,,,0,263755003.0,282421669.0,3,,,0,,,0,,,23372101.333333332,9160990.333333334,3.625,1.25,94501336.0,66487593.0,107217396
71000000,85,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-0.9510565162951536,-0.3090169943749476,0.2817325568414297,-0.9594929736144974,0.4,1,0,0,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,54860818.0,100860818.0,66427464.0,125713179.0,66210085.0,86300329.0,91807500.0,15,127352954.0,11,17023763.0,23,21213763.0,3,62258124.0,10,86686696.0,7,56851611.0,28,69309611.0,7,-15329307.0,2,17170693.0,2,-2388046.0,2,22611954.0,1,,0,,0,-10401243.0,11,1932090.0,3,,,0,-14789506.0,7710494.0,2,,,0,,,0,,,0,,,0,13230799.0,41230799.0,1,,,0,-7457635.0,5709032.0,3,,,0,91518233.0,152661090.0,7,,,0,13230799.0,41230799.0,1,,,0,,,0,,,0,,,0,8093211.0,48093211.0,1,,,0,118688795.0,140688795.0,3,,,0,,,0,,,0,87294287.0,119294287.0,3,,,0,,,0,,,49468251.571428575,28546057.42857143,11.375,4.25,69464791.0,36559749.0,294456605
5000000,123,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.743144825477394,0.6691306063588585,-1.1331077795295961e-15,1.0,0.25,0,1,0,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,,,,,,,,0,,0,2000000.0,5,2500000.0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,1900000.0,2500000.0,1,,,0,,,0,,,0,3000000.0,4500000.0,1,,,0,19927704.0,35842187.0,2,7050000.0,7270000.0,1,,,0,,,0,,,0,6000000.0,7000000.0,1,5560067.0,11142067.0,5,,,0,,,0,6140000.0,12000000.0,1,,,0,2875503.0,4048361.0,7,,,0,,,0,,,2500000.0,2000000.0,0.625,0.125,34451577.0,29482077.0,50000000
245000,151,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7431448254773941,0.6691306063588582,-0.5406408174555974,0.8412535328311812,0.0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,601000.0,704000.0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,-699800.0,400200.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0.0,0.0,11352000.0,11178000.0,22000000
439000,89,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.9096319953545184,0.4154150130018864,0.0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,1125000.0,1200000.0,,,,,,0,,0,,0,,0,662000.0,5,921000.0,1,1722000.0,4,2400000.0,1,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1660500.0,1192000.0,1.125,0.25,3770600.0,3369000.0,2281000
11500000,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.2079116908177593,0.9781476007338056,-0.5406408174555974,0.8412535328311812,2.9166666666666665,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,20762975.0,34262975.0,,,,,5069846.0,24,18886512.0,6,106151594.0,12,120651594.0,2,,0,,0,,0,,0,23722567.0,3,32222567.0,1,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,1164638.0,1474638.0,2,,,0,97090752.0,118590752.0,2,,,0,1633119.0,3005119.0,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,-6903709.0,7096291.0,3,,,0,,,0,,,57253557.666666664,44981335.666666664,4.875,1.125,65213849.0,47622920.0,334748
325000,105,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.9510565162951536,-0.3090169943749476,0.5406408174555976,0.8412535328311812,0.0,0,0,0,0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1669000.0,3,2227000.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2227000.0,1669000.0,0.375,0.125,2448667.0,1937085.0,4500000
1500000,87,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.7431448254773941,0.6691306063588582,0.5406408174555976,0.8412535328311812,0.0,0,0,0,0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,,,384590.0,1259590.0,,,384590.0,15,1259590.0,2,,0,,0,2250000.0,15,2500000.0,1,,0,,0,,0,,0,-1480819.0,5,19181.0,1,,0,,0,-1480819.0,5,19181.0,1,,,0,384590.0,1259590.0,2,,,0,,,0,,,0,,,0,384590.0,1259590.0,2,,,0,-1480819.0,19181.0,1,,,0,384590.0,1259590.0,2,,,0,384590.0,1259590.0,2,,,0,,,0,,,0,,,0,-1480819.0,19181.0,1,,,0,,,0,,,0,,,0,,,0,2250000.0,2500000.0,1,,,0,,,0,,,949488.0,-81762.0,5.0,0.625,4077000.0,2927000.0,8500000
1500000,129,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.587785252292473,-0.8090169943749476,-0.9096319953545186,0.4154150130018861,0.0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,4981682.0,5966550.0,,,,,5788365.0,1,7433101.0,1,5788365.0,1,7433101.0,1,,0,,0,4206682.0,6,5141550.0,2,1630667.0,6,2001000.0,3,572383.0,0,1103757.0,1,1125000.0,11,1200000.0,1,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,4981682.0,5966550.0,2,,,0,,,0,,,0,4981682.0,5966550.0,2,,,0,4981682.0,5966550.0,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4981682.0,5966550.0,2,,,0,5788365.0,7433101.0,1,,,4052084.8333333335,3185243.6666666665,3.125,1.125,60730588.0,58902106.0,9600000
3000000,133,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7557495743542582,-0.6548607339452852,0.0,0,1,0,0,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,2514264.0,3429377.0,,,,,536192.0,9,2051878.0,2,,0,,0,,0,,0,14961885.0,7,16361885.0,1,,0,,0,2340000.0,1,4689000.0,1,,0,,0,14961885.0,7,16361885.0,1,,,0,7282062.0,9622062.0,2,,,0,,,0,,,0,,,0,14961885.0,16361885.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9866162.0,8199990.5,3.0,0.625,3419530.0,1043387.0,9012000
3800000,126,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.9945218953682734,0.10452846326765301,0.0,1.0,0.0,1,0,0,0,False,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,3234209.0,4217432.0,,,,,1752000.0,1,3430000.0,1,14400000.0,2,20400000.0,1,3150000.0,5,3355000.0,1,2192000.0,3,3392667.0,3,,0,,0,,0,,0,,0,,0,,0,,0,,,0,71149057.0,72643724.0,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2192000.0,3392667.0,3,283000.0,522000.0,1,,,0,283000.0,522000.0,1,,,0,,,0,4860977.0,5947977.0,5,,,0,,,0,8248942.0,9548942.0,2,,,0,,,0,14961885.0,16361885.0,1,,,0,,,0,,,0,14961885.0,16361885.0,1,,,7644416.75,5373500.0,1.375,0.75,3419530.0,1043387.0,4307000
70000000,114,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.40673664307580015,0.913545457642601,0.9096319953545184,0.4154150130018864,2.0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,235000000.0,435000000.0,9164343.0,52430971.0,,,36296110.0,18,72156110.0,10,,0,,0,9297972.0,26,41431305.0,6,148797918.0,10,222197918.0,5,,0,,0,1109095.0,10,4109095.0,1,,0,,0,83567857.0,2,203567857.0,1,170248826.0,242748826.0,2,36926419.0,61126419.0,5,,,0,,,0,-3550678.0,6949322.0,2,226832400.0,361832400.0,1,51463596.0,95463596.0,2,126047100.0,143547100.0,2,193555359.0,236180359.0,4,2467327.0,3000000.0,1,87030028.0,218030028.0,2,45773988.0,93273988.0,2,,,0,40767449.0,71124592.0,7,91552781.0,131552781.0,2,,,0,45525349.0,64775349.0,2,,,0,222500000.0,262500000.0,1,58269925.0,106127068.0,7,73958368.0,106358368.0,5,94388997.0,147388997.0,2,-2389127.0,27610873.0,1,,,0,,,0,300273443.0,396023443.0,4,303927224.0,352927224.0,108692457.0,55813790.4,8.25,2.875,73591901.0,42137244.0,38629478
3100000,118,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.9945218953682732,-0.10452846326765423,0.9898214418809328,-0.142314838273285,0.0,1,0,0,0,False,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,4995226.0,6170000.0,,,,,487577.0,11,1000000.0,1,6944182.0,15,8516550.0,2,265000.0,11,515000.0,1,,0,,0,,0,,0,3800000.0,4,5400000.0,1,2340000.0,6,4689000.0,1,,0,,0,,,0,3277250.0,4732500.0,4,,,0,,,0,,,0,,,0,1303000.0,2703500.0,2,,,0,,,0,,,0,892000.0,2807000.0,1,,,0,6464124.0,9644124.0,1,3763920.0,5087883.0,7,,,0,958869.0,1850000.0,2,,,0,,,0,525843.0,1900000.0,2,,,0,,,0,6464124.0,9644124.0,1,,,0,,,0,,,0,,,0,,,4024110.0,2767351.8,5.875,0.75,19470965.0,17972065.0,20000000
5019770,176,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,-0.9096319953545186,0.4154150130018861,0.5,1,0,0,0,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,,,3967699.0,5194346.0,,,2094480.0,10,4874000.0,3,,0,,0,4185000.0,9,5638000.0,1,14400000.0,8,20400000.0,1,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,582000.0,2270000.0,1,,,0,,,0,1770750.0,3621250.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,5800000.0,7800000.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1600000.0,3000000.0,1,,,10304000.0,6893160.0,3.375,0.625,6618757.0,4161338.0,4335968
3600000,113,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.9510565162951536,0.30901699437494723,0.7557495743542583,-0.654860733945285,0.0,0,0,1,0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,,,,,,,,0,,0,101945305.0,2,104945305.0,1,,0,,0,6250000.0,8,8600000.0,2,,0,,0,,0,,0,5000000.0,1,6800000.0,1,,0,,0,,,0,88312054.0,92912054.0,5,,,0,,,0,,,0,,,0,368054.0,581138.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,40115101.666666664,37731768.333333336,1.375,0.5,35433311.0,27463311.0,44785053
100000000,167,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.40673664307580004,-0.913545457642601,-1.1331077795295961e-15,1.0,2.3666666666666667,0,0,1,0,False,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,33978718.0,48462525.0,74647504.0,104647504.0,,,43978341.0,9,64078341.0,5,4017948.0,18,19947260.0,7,125775474.0,8,161775474.0,10,77789351.0,19,117439351.0,10,102057415.0,7,154057415.0,6,44966874.0,10,89633541.0,6,40349666.0,10,60979028.0,7,-18309588.0,17,10690412.0,2,84803376.0,101532412.0,5,114824375.0,143592796.0,19,,,0,,,0,,,0,-7223770.0,7109563.0,3,25240072.0,41528961.0,9,,,0,108341818.0,146523636.0,11,65799631.0,84778419.0,33,,,0,34894000.0,36144000.0,1,28256867.0,47014010.0,7,59641818.0,82417511.0,8,,,0,,,0,131529888.0,174079888.0,4,-13297099.0,56702901.0,1,,,0,40000630.0,78658130.0,4,,,0,66183132.0,102183132.0,3,,,0,21885955.0,52139802.0,13,80989651.0,172989651.0,1,,,0,,,84825102.75,52578185.125,12.25,6.625,80073313.0,47380373.0,193772504
70000000,116,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.9510565162951536,0.30901699437494745,0.2817325568414297,-0.9594929736144974,1.9761904761904758,0,1,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,,,182263979.0,269692550.0,46401527.0,81728287.0,79409733.0,25,116838304.0,14,9886576.0,11,40761576.0,4,34076891.0,6,53743558.0,3,-21321087.0,1,13678913.0,1,78038276.0,1,91038276.0,1,,0,,0,5823162.0,1,29823162.0,1,,0,,0,,,0,76922729.0,142222729.0,10,,,0,,,0,,,0,,,0,75240746.0,114026460.0,7,,,0,38670224.0,78770224.0,10,148107266.0,230607266.0,2,160187510.0,211040843.0,15,,,0,89251771.0,128898914.0,14,71841014.0,88966014.0,4,,,0,,,0,,,0,94000000.0,164000000.0,1,,,0,-14621777.0,27378223.0,3,,,0,-893836.0,29689498.0,6,,,0,20528138.0,54228138.0,5,,,0,,,0,,,57647298.166666664,30985591.833333332,5.625,3.0,80073313.0,47380373.0,65977295
858000,70,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.40673664307580004,-0.913545457642601,-0.7557495743542582,-0.6548607339452852,0.0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,132568532.0,134612743.0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,183437063.0,184925486.0,1,,,0,,,0,,,0,,,0,183437063.0,184925486.0,1,,,0,,,0,,,0,115392354.0,117515162.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0.0,0.0,70615538.0,69874432.0,267447150
75000000,123,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7431448254773945,-0.6691306063588579,-0.9096319953545186,0.4154150130018861,2.533333333333333,0,1,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,-14649904.0,26850096.0,-6597680.0,35402320.0,,,119272110.0,13,169067763.0,23,104198667.0,8,158198667.0,6,-1447737.0,4,10718930.0,3,,0,,0,14593409.0,2,22593409.0,1,,0,,0,1649050.0,11,17449050.0,5,,0,,0,,,0,13412900.0,41475400.0,16,,,0,235109678.0,288859678.0,6,79934998.0,136934998.0,6,407366869.0,497366869.0,1,72715287.0,102604176.0,9,85941375.0,130941375.0,3,46539982.0,79575697.0,14,,,0,55707234.0,84457234.0,4,,,0,72715287.0,102604176.0,9,86189080.0,127843625.0,11,19291824.0,112625157.0,3,,,0,82526442.0,116526442.0,11,,,0,152217954.0,173217954.0,3,37794960.0,74394960.0,5,-42979723.0,37020277.0,1,96395181.0,162995181.0,5,,,0,19494157.0,63938602.0,9,,,0,,,0,,,75605563.8,47653099.8,4.75,4.75,77687691.0,43916409.0,67631903
11000000,185,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.5406408174555974,0.8412535328311812,0.0,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,24389000.0,26589000.0,,,23606269.0,26687653.0,28400000.0,2,30900000.0,1,,0,,0,8879667.0,11,12113000.0,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,8714771.0,10781438.0,3,,,0,,,0,,,0,,,0,34084750.0,41134750.0,4,,,0,,,0,,,0,40544500.0,47644500.0,2,,,0,,,0,24389000.0,26589000.0,1,,,0,24389000.0,26589000.0,1,24389000.0,26589000.0,1,29446333.0,34846333.0,3,,,0,93938509.0,99213509.0,6,,,0,,,0,,,0,24389000.0,26589000.0,1,,,0,,,0,,,21506500.0,18639833.5,1.625,0.5,53736579.0,51090598.0,20000000
4500000,114,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.665538897647984e-16,-1.0,-1.1331077795295961e-15,1.0,2.6928571428571435,0,0,1,0,False,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,-1337140.0,5,17162860.0,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,17162860.0,-1337140.0,0.625,0.25,77477059.0,41254566.0,25000000
